SalePrice,1st Flr SF,2nd Flr SF,Total Bsmt SF,Garage Area,Wood Deck SF,Open Porch SF,Lot Area,Year Built,Yr Sold
94000,780,240,780.0,0.0,0,0,6342,1875,2010
121500,1392,0,1392.0,528.0,0,0,11341,1957,2010
125000,912,0,912.0,336.0,0,0,8521,1967,2010
154000,1060,0,1060.0,270.0,406,90,8246,1968,2010
137900,892,0,864.0,416.0,0,0,7800,1966,2010
158000,663,689,663.0,299.0,379,36,9364,1969,2010
137250,864,0,864.0,280.0,226,0,7832,1968,2010
163000,720,720,720.0,480.0,192,38,11227,1968,2010
328000,1306,954,1306.0,533.0,296,44,14000,1996,2010
270000,1483,0,1420.0,690.0,496,0,20062,1977,2010
85000,756,0,660.0,440.0,80,0,9259,1927,2010
128000,1067,0,1067.0,436.0,290,0,9600,1950,2010
260000,1332,192,1332.0,586.0,268,0,23595,1979,2010
230000,1117,864,1117.0,522.0,336,104,17082,1978,2010
124000,1052,558,972.0,480.0,0,0,18600,1938,2010
144500,1074,0,663.0,467.0,0,52,11479,1950,2010
129000,1144,0,1144.0,596.0,44,0,9571,1956,2010
127000,1169,0,756.0,209.0,0,0,9350,1947,2010
128000,1172,0,1172.0,366.0,240,0,9525,1954,2010
186000,1212,0,1212.0,460.0,100,22,10420,2009,2010
114000,1298,0,1250.0,504.0,0,144,11200,1964,2010
178000,977,755,741.0,476.0,192,46,9206,1985,2010
270000,1433,0,1433.0,528.0,0,278,11980,1987,2010
218000,964,838,946.0,1017.0,450,92,12361,1993,2010
236000,1062,887,1050.0,574.0,156,90,9938,1993,2010
147000,996,0,936.0,564.0,120,0,9069,1992,2010
245350,1694,0,1694.0,776.0,160,33,10475,2008,2010
206000,1208,0,1187.0,632.0,105,61,6762,2006,2010
198900,1226,0,1226.0,740.0,0,36,10402,2009,2010
187000,1222,0,1222.0,615.0,0,54,7360,2010,2010
320000,1699,1523,1673.0,594.0,367,0,12376,1990,2010
138500,831,614,676.0,484.0,0,59,14235,1900,2010
155000,1052,0,1010.0,440.0,0,0,8816,1971,2010
159000,965,0,870.0,580.0,71,0,11105,1996,2010
191000,892,800,878.0,513.0,0,39,9337,1997,2010
200500,804,878,804.0,523.0,0,77,8750,1998,2010
150000,1026,0,1026.0,308.0,316,85,15240,1977,2010
161750,689,703,689.0,299.0,0,36,10900,1977,2010
128200,894,0,894.0,308.0,365,0,10650,1976,2010
127000,876,0,876.0,484.0,0,0,7480,1972,2010
318000,1978,0,1978.0,850.0,188,25,10389,2003,2010
272000,1601,0,1581.0,670.0,180,0,11423,2001,2010
237000,941,888,941.0,613.0,192,39,9548,2003,2010
240000,1044,1054,1040.0,621.0,331,38,9375,1997,2010
224900,1661,0,1649.0,598.0,0,34,12137,1998,2010
232000,1668,0,1657.0,502.0,0,262,10635,2003,2010
213000,1484,0,1473.0,606.0,0,35,8400,2004,2010
185500,1414,0,1414.0,494.0,132,105,8773,2004,2010
84900,640,0,0.0,240.0,0,0,8777,1945,2010
144000,1196,0,1196.0,336.0,257,0,10044,1968,2010
125200,1096,0,1008.0,352.0,0,0,6305,1975,2010
90000,960,0,960.0,0.0,0,0,6410,1958,2010
140000,1121,0,1121.0,440.0,132,64,8546,2003,2010
113000,798,689,735.0,220.0,0,140,8741,1945,2010
144500,1526,0,1216.0,364.0,116,78,8562,1957,2010
104000,1296,0,1107.0,260.0,0,0,4853,1924,2010
128000,841,806,806.0,216.0,0,66,6858,1915,2010
58500,864,0,864.0,200.0,0,0,8212,1914,2010
127000,1026,665,1026.0,308.0,0,0,5000,1924,2010
126000,856,0,856.0,399.0,0,0,7890,1939,2010
100000,894,772,894.0,0.0,0,156,9839,1931,2010
169000,1699,748,804.0,336.0,272,0,9638,1919,2010
257500,1225,908,1528.0,312.0,0,0,10452,1941,2010
266500,1188,1152,1152.0,252.0,0,60,9042,1941,2010
335000,1902,0,1902.0,567.0,0,207,17500,1959,2010
203135,896,756,423.0,473.0,0,0,19645,1994,2010
289000,1801,0,1501.0,484.0,0,54,15602,1959,2010
125500,796,358,796.0,240.0,0,96,5436,1922,2010
82000,540,0,480.0,200.0,0,0,8154,1941,2010
110000,727,380,629.0,625.0,0,56,9140,1921,2010
254900,1036,880,1049.0,741.0,0,70,11050,1998,2010
190000,1285,0,1243.0,473.0,375,26,9620,1977,2010
201000,1560,0,1560.0,573.0,100,150,9196,2003,2010
169900,1034,0,1012.0,888.0,0,0,12328,1976,2010
160000,1687,0,747.0,572.0,0,0,57200,1948,2010
220000,1346,0,1336.0,660.0,100,48,11896,2008,2010
174000,744,700,384.0,400.0,100,0,9802,2006,2010
214900,824,1070,817.0,510.0,0,40,11316,2002,2010
202900,993,915,967.0,431.0,135,0,14191,2002,2010
378500,2018,0,2002.0,746.0,144,76,13214,2008,2010
169000,1264,0,1068.0,528.0,0,0,15300,1965,2010
173500,1430,0,1430.0,624.0,0,0,10114,2004,2010
166500,1344,0,1344.0,686.0,328,0,11875,1999,2010
130000,874,0,864.0,352.0,0,0,6953,1971,2010
157900,1188,0,1188.0,312.0,261,39,26142,1962,2010
149900,833,0,833.0,495.0,431,0,12887,1984,2010
136000,624,650,624.0,576.0,22,0,10475,1991,2010
161000,864,615,864.0,275.0,287,0,10544,1969,2010
285000,1803,0,1679.0,482.0,129,64,9892,1994,2010
231000,1152,645,1152.0,616.0,162,312,12961,1993,2010
124500,882,0,882.0,502.0,0,0,13008,1956,2009
157000,1434,0,1434.0,528.0,80,21,10200,1974,2009
345000,2000,704,1952.0,538.0,269,111,13860,1972,2009
189500,945,663,945.0,470.0,252,30,10179,1997,2009
270000,1008,1275,1008.0,632.0,120,46,11792,2003,2009
189000,958,670,384.0,390.0,48,72,8400,1996,2009
377500,1746,0,1746.0,758.0,201,39,14892,2006,2009
168500,804,670,384.0,400.0,120,72,8530,1995,2009
240000,1478,0,1418.0,495.0,168,43,7380,1998,2009
177500,751,631,384.0,396.0,256,0,8923,1998,2009
185000,885,833,832.0,427.0,0,94,10141,1998,2009
191000,952,684,952.0,440.0,0,84,7500,1998,2009
178000,799,772,799.0,380.0,0,40,7837,1993,2009
185000,680,790,680.0,420.0,232,63,9765,1993,2009
181316,707,809,707.0,409.0,0,46,8803,1994,2009
166000,1190,0,1181.0,430.0,0,21,7250,1993,2009
178000,808,785,808.0,389.0,342,40,9636,1992,2009
174000,702,779,702.0,343.0,0,36,8125,1994,2009
173000,1167,0,1158.0,400.0,120,26,9248,1992,2009
225000,1005,978,978.0,490.0,0,0,10762,1999,2009
180500,1442,0,1424.0,500.0,0,34,11851,1990,2009
260000,1530,0,1530.0,430.0,168,36,16158,2005,2009
185000,946,988,1122.0,567.0,0,176,11900,1977,2009
260000,1153,1200,845.0,484.0,288,195,13005,1980,2009
181000,1586,0,1362.0,435.0,192,0,17043,1979,2009
215000,1602,0,1602.0,529.0,240,0,16635,1977,2009
200000,1671,0,1427.0,484.0,252,55,10928,1978,2009
249000,1539,1134,1043.0,441.0,178,84,12388,1980,2009
187500,1472,0,1372.0,588.0,233,48,14115,1980,2009
184000,1707,0,1140.0,479.0,0,0,11088,1978,2009
278000,2524,0,2524.0,542.0,474,120,9600,1981,2009
197500,1088,780,780.0,484.0,448,96,10304,1976,2009
240900,1016,868,926.0,581.0,0,35,7000,2003,2009
220000,1058,816,1058.0,588.0,0,134,7500,2000,2009
235000,972,839,972.0,565.0,225,48,8470,2002,2009
213000,1621,0,1621.0,478.0,0,0,9373,1975,2009
167900,1116,0,1116.0,528.0,0,0,10140,1974,2009
158000,1193,0,1176.0,506.0,40,0,11050,1975,2009
165000,1350,0,1064.0,478.0,0,0,10140,1974,2009
148500,1002,0,1002.0,902.0,0,0,8750,1970,2009
156000,1026,0,1026.0,440.0,171,48,7930,1969,2009
128000,1180,0,1180.0,477.0,0,45,7830,1970,2009
143000,1050,0,1043.0,336.0,0,0,8510,1971,2009
120500,864,0,864.0,660.0,96,0,6960,1970,2009
124500,864,0,864.0,463.0,0,0,8120,1970,2009
130000,864,0,864.0,576.0,200,0,9000,1971,2009
100000,892,0,892.0,288.0,0,0,7150,1967,2009
148800,1120,0,864.0,656.0,0,162,10710,1966,2009
337500,1718,0,1700.0,786.0,216,48,12456,2006,2009
462000,1794,978,1776.0,754.0,135,64,14257,2007,2009
555000,2402,0,3094.0,672.0,0,72,15431,2008,2009
325000,1652,0,1652.0,840.0,404,102,13173,2006,2009
256300,1600,0,1566.0,890.0,0,56,14230,2007,2009
335000,1130,1054,1104.0,836.0,0,102,11308,2008,2009
404000,2020,0,2020.0,896.0,192,98,12350,2008,2009
451950,1728,568,1722.0,842.0,382,274,13478,2008,2009
610000,2674,0,2630.0,762.0,360,50,13693,2007,2009
360000,1736,0,1736.0,834.0,319,90,11578,2008,2009
296000,1782,0,1782.0,932.0,99,82,16870,2004,2009
255500,1717,0,1709.0,908.0,169,39,11146,2006,2009
335000,1743,0,1739.0,927.0,168,45,10367,2008,2009
274900,1713,0,1713.0,856.0,0,26,9591,2004,2009
300000,1531,0,1504.0,700.0,184,52,10872,2006,2009
324000,1808,0,1774.0,850.0,200,26,13514,2008,2009
350000,1462,762,1462.0,738.0,184,0,8834,2004,2009
280000,1836,0,1836.0,862.0,125,185,11362,2004,2009
284000,1629,0,3206.0,880.0,0,0,10655,2003,2009
269500,1760,0,1760.0,583.0,165,190,12878,2003,2009
386250,2392,0,2392.0,968.0,248,105,13472,2003,2009
445000,2452,0,2452.0,886.0,0,116,15274,2003,2009
290000,1105,1295,1082.0,730.0,114,40,13262,2003,2009
255900,1606,0,1598.0,871.0,230,60,9658,2006,2009
382500,2200,0,2200.0,685.0,208,55,15262,2003,2009
286500,1712,0,1712.0,701.0,218,183,16770,2002,2009
184000,728,728,728.0,390.0,100,0,10928,2005,2009
167800,745,745,745.0,392.0,36,20,8918,2005,2009
174000,742,742,742.0,390.0,36,24,12589,2005,2009
174000,684,876,684.0,400.0,100,38,11911,2005,2009
188500,716,716,716.0,432.0,100,51,7795,2004,2009
200000,1010,1257,1010.0,390.0,120,46,8068,2002,2009
170000,744,630,384.0,400.0,100,0,9434,2004,2009
189500,868,762,868.0,436.0,120,48,7984,2004,2009
184100,779,640,408.0,527.0,120,0,7750,2002,2009
195500,846,748,846.0,434.0,300,48,10125,2004,2009
192000,806,683,782.0,400.0,0,75,8965,2003,2009
178000,698,644,698.0,393.0,100,56,8174,2003,2009
236000,980,1276,952.0,554.0,224,54,8795,2000,2009
257500,878,1126,870.0,644.0,0,48,12891,2002,2009
244000,1022,1032,992.0,390.0,24,48,12224,2000,2009
167000,744,630,384.0,400.0,0,0,9734,2004,2009
179000,1007,793,982.0,463.0,100,63,8123,2000,2009
190000,819,695,794.0,394.0,0,72,8433,2000,2009
156000,774,656,384.0,400.0,0,0,7750,1999,2009
245000,1223,1089,1177.0,658.0,298,0,15896,1999,2009
181000,892,783,841.0,502.0,0,103,24682,1999,2009
214000,1022,1038,992.0,390.0,0,0,8755,1999,2009
168000,774,656,384.0,410.0,0,0,7848,1999,2009
337000,1268,1097,1252.0,856.0,0,128,9430,1999,2009
403000,1490,1304,1462.0,810.0,0,146,15138,1995,2009
327000,1466,1221,1455.0,810.0,252,30,12720,2000,2009
340000,1310,1140,1284.0,1069.0,0,126,16545,1998,2009
336000,1276,1336,1225.0,676.0,250,0,12203,1998,2009
265000,1277,1067,1264.0,889.0,220,0,10208,1996,2009
315000,2063,0,2024.0,815.0,182,56,10750,1994,2009
260000,1372,1274,1347.0,656.0,340,60,9900,1993,2009
260000,1094,967,1070.0,647.0,296,102,9085,1995,2009
263550,1215,1017,1173.0,623.0,173,165,11692,1993,2009
402000,1686,762,1629.0,711.0,517,76,46589,1994,2009
248000,979,871,973.0,467.0,168,98,29959,1994,2009
275000,1696,0,1696.0,972.0,120,56,11194,2008,2009
257500,1658,0,1614.0,726.0,144,44,10206,2008,2009
275500,1702,0,1702.0,844.0,0,69,10130,2007,2009
245000,1432,0,1422.0,492.0,297,50,9139,2006,2009
253000,1113,858,1113.0,689.0,0,48,9675,2005,2009
468000,2490,0,2458.0,795.0,70,226,11128,2005,2009
210000,786,804,768.0,676.0,0,30,9000,2008,2009
229800,1402,0,1402.0,625.0,205,126,8640,2008,2009
250000,1530,0,1530.0,984.0,212,136,12606,2007,2009
238500,1448,0,1372.0,692.0,0,140,7500,2006,2009
310000,1026,981,1017.0,812.0,168,52,11003,2008,2009
270000,909,886,900.0,782.0,168,45,10603,2006,2009
252000,1082,871,1082.0,1043.0,160,50,10574,2005,2009
241000,1112,438,1092.0,438.0,0,168,8125,2006,2009
291000,1662,0,1652.0,711.0,168,120,10625,2006,2009
263000,912,1182,912.0,615.0,182,182,9375,2003,2009
185000,1221,0,1221.0,400.0,0,113,7500,2004,2009
234500,1553,0,1553.0,588.0,192,88,8736,2003,2009
209000,812,841,812.0,628.0,0,45,8127,2003,2009
159000,1218,0,1218.0,576.0,0,178,9605,2007,2009
152000,1141,0,1141.0,484.0,182,0,7500,2006,2009
143500,1158,0,1158.0,0.0,0,50,7500,2004,2009
193000,871,941,835.0,478.0,146,91,10628,2004,2009
203000,1512,0,1512.0,845.0,210,36,10141,2004,2009
184900,1200,0,1176.0,555.0,0,41,10083,2003,2009
159000,1114,0,1114.0,576.0,248,102,13072,2004,2009
142000,1114,0,1114.0,0.0,0,39,13072,2004,2009
153000,1114,0,1114.0,576.0,0,42,12450,2003,2009
220000,913,1209,913.0,559.0,0,74,11492,1996,2009
189000,1434,0,1454.0,527.0,290,39,8529,2001,2009
171500,833,897,816.0,528.0,0,91,7703,1992,2009
184000,754,786,754.0,495.0,140,32,9109,1994,2009
162000,698,702,676.0,465.0,0,48,10274,1986,2009
82000,841,0,721.0,294.0,250,0,8400,1950,2009
76000,784,0,784.0,360.0,0,0,9000,1928,2009
110000,980,0,980.0,400.0,0,28,9750,1962,2009
135000,980,0,980.0,484.0,192,0,7064,1977,2009
141000,864,0,864.0,732.0,0,312,8499,1961,2009
122000,864,0,864.0,440.0,158,0,9079,1961,2009
129000,912,0,912.0,300.0,0,0,7791,1963,2009
131400,1144,0,864.0,264.0,165,0,10000,1961,2009
62383,864,0,864.0,360.0,0,0,8281,1965,2009
123000,912,0,912.0,252.0,0,0,7150,1962,2009
275000,2014,0,2014.0,864.0,462,0,15676,1980,2009
235000,975,780,975.0,524.0,502,60,11949,1991,2009
318750,1694,0,1694.0,642.0,501,120,14694,1977,2009
241600,1740,0,1740.0,540.0,228,20,15417,1981,2009
150000,1620,0,1281.0,490.0,120,78,9991,1976,2009
154000,829,727,727.0,441.0,0,0,11700,1968,2009
185000,1442,0,1442.0,615.0,371,0,11717,1970,2009
185750,1489,0,1489.0,462.0,0,0,9156,1968,2009
200000,1107,983,1107.0,484.0,235,204,10382,1973,2009
206000,1285,782,752.0,784.0,297,40,12732,1974,2009
162000,735,660,723.0,497.0,294,116,12936,1972,2009
256900,1271,1369,932.0,515.0,0,120,10400,1967,2009
197900,1724,0,1680.0,480.0,0,0,17871,1967,2009
163000,1336,0,1288.0,502.0,312,11,9600,1969,2009
230000,1316,972,908.0,520.0,321,72,13774,1977,2009
167900,1334,0,1350.0,630.0,0,16,9650,1977,2009
213250,1680,0,1650.0,583.0,78,73,10140,1998,2009
227000,810,855,810.0,528.0,0,45,8400,2001,2009
130000,864,0,864.0,312.0,0,0,7130,1967,2009
143000,1568,0,1568.0,440.0,160,40,9600,1967,2009
117500,925,0,925.0,429.0,0,0,9100,1965,2009
172500,1320,0,1232.0,495.0,0,20,16500,1971,2009
161500,1342,0,1372.0,457.0,0,0,9790,1967,2009
141500,894,0,894.0,396.0,0,0,7436,1960,2009
118000,864,0,864.0,308.0,0,0,8125,1959,2009
127500,864,0,864.0,300.0,0,0,9100,1959,2009
140000,1362,0,1040.0,768.0,0,0,9450,1957,2009
177625,1728,0,1048.0,576.0,0,99,13495,1956,2009
167000,1516,0,1516.0,472.0,0,0,10004,1964,2009
153000,1313,0,1313.0,610.0,172,28,9350,1961,2009
154000,1154,0,1154.0,480.0,0,58,11000,1966,2009
177500,825,1315,744.0,549.0,0,40,8970,1965,2009
158000,1445,0,1127.0,645.0,180,0,12095,1964,2009
124500,1041,0,1041.0,270.0,224,88,9600,1959,2009
174500,1576,0,1208.0,368.0,85,0,11475,1961,2009
122000,960,0,960.0,330.0,0,70,9768,1955,2009
82500,708,0,420.0,0.0,164,0,5330,1940,2009
110000,979,224,709.0,352.0,0,0,7015,1950,2009
149500,1505,0,1505.0,505.0,0,0,12160,1953,2009
175000,1691,0,1680.0,550.0,0,67,9900,1967,2009
167000,1644,0,1416.0,418.0,110,0,9600,1953,2009
128900,1050,0,1050.0,338.0,0,0,9600,1956,2009
140000,1112,556,856.0,271.0,0,0,9600,1950,2009
147000,1113,0,1113.0,264.0,0,80,9600,1950,2009
187500,1453,0,1453.0,530.0,0,49,10573,1961,2009
159000,1394,0,1394.0,514.0,0,76,9500,1963,2009
256000,1567,0,1562.0,542.0,0,110,14695,1966,2009
205000,1186,800,768.0,486.0,0,42,13600,1965,2009
193500,1182,960,896.0,509.0,0,72,13000,1968,2009
110000,1392,0,1392.0,576.0,0,0,13560,1968,2009
104900,1281,457,715.0,368.0,55,0,12513,1920,2009
150000,1144,0,1169.0,286.0,257,0,8760,1956,2009
156500,1478,0,1478.0,442.0,114,0,8400,1957,2009
176000,1329,0,1329.0,441.0,0,0,12285,1960,2009
149500,988,0,988.0,297.0,156,0,9240,1959,2009
139000,1632,0,1240.0,338.0,289,0,9600,1958,2009
155000,1215,0,1215.0,297.0,0,0,12400,1958,2009
153000,1382,0,1382.0,350.0,280,0,8750,1955,2009
176000,1382,0,1362.0,884.0,0,0,19296,1962,2009
153000,1297,0,1297.0,498.0,0,0,8532,1954,2009
131000,1062,0,1062.0,297.0,0,0,8128,1954,2009
123000,1319,0,608.0,270.0,66,0,10634,1953,2009
126000,1112,0,631.0,480.0,0,0,13070,1951,2009
115000,1005,0,1005.0,672.0,0,0,10434,1955,2009
164900,1363,0,1008.0,288.0,324,42,14559,1951,2009
113000,793,0,793.0,240.0,0,0,8480,1945,2009
145500,1031,0,1031.0,230.0,0,0,7626,1952,2009
102900,1210,0,0.0,616.0,208,0,9533,1953,2009
152500,801,726,699.0,410.0,0,0,11419,1948,2009
129900,1200,0,1200.0,246.0,126,0,9600,1950,2009
132000,972,0,972.0,240.0,0,0,8000,1948,2009
99900,792,0,792.0,366.0,0,90,5470,1958,2009
135000,808,704,660.0,180.0,0,0,10410,1916,2009
149000,676,676,676.0,720.0,187,0,10800,1939,2009
114000,717,322,405.0,281.0,0,0,8146,1900,2009
109500,792,0,768.0,240.0,316,0,9022,1924,2009
125000,1078,0,1054.0,264.0,0,0,10230,1925,2009
142900,1313,0,1313.0,528.0,0,0,10410,1915,2009
156500,930,760,560.0,624.0,0,0,7200,1910,2009
59000,599,0,416.0,0.0,0,81,5400,1940,2009
105000,840,534,840.0,338.0,0,0,5400,1920,2009
106000,846,0,720.0,576.0,0,0,10800,1920,2009
78500,725,0,630.0,320.0,0,30,10800,1890,2009
154000,1380,0,1380.0,364.0,0,0,10143,1963,2009
